Time,Mfa_modbus,AirCon,CO2ra_Multi Trend Log List_343 14122018_CO2R_Trend_5m,CO2sa_Multi Trend Log List_344 14122018_CO2S_Trend_5m,FanSpeed_Multi Trend Log List_381 14122018_VSD_FAN,FanPower,PumpStatus_Multi Trend Log List_363 14122018_LT3 Mixing Pump VSD FeedBack,PumpPower,Msa_Multi Trend Log List_304 14122018_Msa_Modbus,Qmain_Multi Trend Log List_348 14122018_BTU Meter AHU-RC,Qpre_Multi Trend Log List_353 14122018_BTU Meter Precooling Unit-RC,RHoa_Multi Trend Log List_339 14122018_OutDoor_RH,RHra_Multi Trend Log List_367 14122018_LT3 Return Air RH,Tglobe_Multi Trend Log List_338 14122018_GlobeTemp,Toa_Multi Trend Log List_340 14122018_OutDoor_Temperature,Tra_Multi Trend Log List_368 14122018_LT3 Return Air Temp,ValPos_main1_Multi Trend Log List_331 14122018_ValvePos_main_return,ValPos_main2_Multi Trend Log List_332 14122018_ValvePos_main_supply,ValPos_main3_Multi Trend Log List_333 14122018_ValvePos_old,Vz_Multi Trend Log List_337 14122018_AirSpeed,RHz,Tz,Vz,Trad
2019-04-01 01:14:59.925,91.26,0,546.88,519.25,0.0,0.0,0.34,0.0,309.92,0.0,0,76.83,76.6,3051.88,28.7,27.77,92.65,80.75,1.0,10.15,76.6,27.77,0.1015,30.518800000000002
2019-04-01 01:19:59.920,91.26,0,531.5,526.88,0.0,0.0,0.34,0.0,309.92,0.0,0,77.94,76.67,3051.88,28.36,27.77,92.65,80.79,3.43,10.15,76.67,27.77,0.1015,30.518800000000002
2019-04-01 01:24:59.915,91.26,0,528.63,544.38,0.0,0.0,0.34,0.0,309.92,0.0,0,75.92,76.49,3051.88,27.86,27.8,92.67,80.75,0.86,10.15,76.49,27.8,0.1015,30.518800000000002
2019-04-01 01:29:59.910,91.26,0,530.75,511.5,0.0,0.0,0.34,0.0,309.92,0.0,0,77.56,76.56,3051.88,27.53,27.8,92.61,80.81,2.0,10.15,76.56,27.8,0.1015,30.518800000000002
2019-04-01 01:34:59.905,91.26,0,533.63,529.63,0.0,0.0,0.34,0.0,309.92,0.0,0,79.41,76.43,3051.88,27.28,27.77,92.65,80.79,2.0,10.15,76.43,27.77,0.1015,30.518800000000002
2019-04-01 01:39:59.900,91.26,0,530.75,539.5,0.0,0.0,0.34,0.0,309.92,0.0,0,81.16,76.43,3051.88,26.94,27.8,92.67,80.75,1.81,10.15,76.43,27.8,0.1015,30.518800000000002
2019-04-01 01:44:59.895,91.26,0,528.63,522.0,0.0,0.0,0.34,0.0,309.92,0.0,0,81.72,76.43,3051.88,26.48,27.8,92.61,80.75,0.72,10.15,76.43,27.8,0.1015,30.518800000000002
2019-04-01 01:49:59.890,91.26,0,528.0,529.63,0.0,0.0,0.34,0.0,309.92,0.0,0,83.46,76.43,3048.75,26.4,27.77,92.67,80.81,0.72,10.15,76.43,27.77,0.1015,30.4875
2019-04-01 01:54:59.885,91.26,0,525.88,522.0,0.0,0.0,0.34,0.0,309.92,0.0,0,83.85,76.43,3051.88,26.35,27.77,92.65,80.85,1.64,10.15,76.43,27.77,0.1015,30.518800000000002
2019-04-01 01:59:59.880,91.26,0,523.75,544.38,0.0,0.0,0.34,0.0,309.92,0.0,0,83.46,76.39,3048.75,26.35,27.77,92.65,80.85,3.43,10.15,76.39,27.77,0.1015,30.4875
2019-04-01 02:04:59.875,91.26,0,523.13,516.37,0.0,0.0,0.34,0.0,309.92,0.0,0,83.71,76.32,3048.75,26.27,27.77,92.67,81.6,3.24,10.15,76.32,27.77,0.1015,30.4875
2019-04-01 02:09:59.870,70.2,0,523.13,506.0,0.0,0.0,0.34,0.0,309.92,0.0,0,84.72,76.36,3048.75,26.19,27.77,92.61,80.89,0.97,10.15,76.36,27.77,0.1015,30.4875
2019-04-01 02:14:59.865,91.26,0,525.88,491.38,0.0,0.0,0.34,0.0,309.92,0.0,0,85.21,76.39,3048.75,26.19,27.74,92.65,80.14,2.97,10.15,76.39,27.74,0.1015,30.4875
2019-04-01 02:19:59.860,91.26,0,523.13,483.63,0.0,0.0,0.34,0.0,309.92,0.0,0,85.0,76.28,3048.75,26.19,27.74,92.65,80.85,3.43,10.15,76.28,27.74,0.1015,30.4875
2019-04-01 02:24:59.855,70.2,0,530.75,469.0,0.0,0.0,0.34,0.0,309.92,0.0,0,84.83,76.28,3048.75,26.32,27.74,92.65,80.71,1.64,10.15,76.28,27.74,0.1015,30.4875
2019-04-01 02:29:59.850,91.26,0,521.0,488.5,0.0,0.0,0.34,0.0,309.92,0.0,0,83.85,76.28,3048.75,26.32,27.74,92.61,80.85,3.0,10.15,76.28,27.74,0.1015,30.4875
2019-04-01 02:34:59.845,91.26,0,523.75,476.0,0.0,0.0,0.34,0.0,309.92,0.0,0,83.81,76.36,3048.75,26.32,27.74,92.65,80.85,2.32,10.15,76.36,27.74,0.1015,30.4875
2019-04-01 02:39:59.840,70.2,0,523.75,480.88,0.0,0.0,0.34,0.0,309.92,0.0,0,83.11,76.28,3048.75,26.32,27.74,92.67,80.85,2.35,10.15,76.28,27.74,0.1015,30.4875
2019-04-01 02:44:59.835,91.26,0,523.13,476.0,0.0,0.0,0.34,0.0,309.92,0.0,0,83.81,76.28,3045.0,26.32,27.74,92.67,80.79,2.7,10.15,76.28,27.74,0.1015,30.45
2019-04-01 02:49:59.830,91.26,0,518.25,460.63,0.0,0.0,0.34,0.0,309.92,0.0,0,83.68,76.43,3045.0,26.35,27.72,93.19,80.75,2.35,10.15,76.43,27.72,0.1015,30.45
2019-04-01 02:54:59.825,91.26,0,515.38,470.38,0.0,0.0,0.34,0.0,309.92,0.0,0,83.74,76.43,3045.0,26.32,27.72,92.67,80.79,2.16,10.15,76.43,27.72,0.1015,30.45
2019-04-01 02:59:59.820,91.26,0,521.0,468.25,0.0,0.0,0.34,0.0,309.92,0.0,0,84.2,76.25,3045.0,26.4,27.72,92.08,80.85,3.27,10.15,76.25,27.72,0.1015,30.45
2019-04-01 03:04:59.815,91.26,0,516.12,473.88,0.0,0.0,0.34,0.0,309.92,0.0,0,83.53,76.39,3045.0,26.44,27.72,92.65,80.75,3.05,10.15,76.39,27.72,0.1015,30.45
2019-04-01 03:09:59.810,91.26,0,510.5,480.88,0.0,0.0,0.34,0.0,309.92,0.0,0,82.38,76.28,3045.0,26.44,27.72,92.61,80.75,3.43,10.15,76.28,27.72,0.1015,30.45
2019-04-01 03:14:59.805,91.26,0,508.38,476.0,0.0,0.0,0.34,0.0,309.92,0.0,0,82.31,76.39,3045.0,26.48,27.72,92.61,80.89,3.38,10.15,76.39,27.72,0.1015,30.45
2019-04-01 03:19:59.800,91.26,0,508.38,462.75,0.0,0.0,0.34,0.0,309.92,0.0,0,81.26,76.21,3045.0,26.48,27.72,92.65,80.89,2.0,10.15,76.21,27.72,0.1015,30.45
2019-04-01 03:24:59.795,91.26,0,510.5,460.63,0.0,0.0,0.34,0.0,309.92,0.0,0,80.67,76.32,3045.0,26.48,27.72,92.61,80.89,3.27,10.15,76.32,27.72,0.1015,30.45
2019-04-01 03:29:59.790,91.26,0,513.25,460.63,0.0,0.0,0.34,0.0,309.92,0.0,0,79.76,76.39,3041.87,26.48,27.72,92.67,80.85,1.32,10.15,76.39,27.72,0.1015,30.418699999999998
2019-04-01 03:34:59.785,91.26,0,508.38,466.25,0.0,0.0,0.34,0.0,309.92,0.0,0,79.69,76.25,3041.87,26.53,27.72,92.65,80.85,0.62,10.15,76.25,27.72,0.1015,30.418699999999998
2019-04-01 03:39:59.780,91.26,0,507.75,463.38,0.0,0.0,0.34,0.0,309.92,0.0,0,80.25,76.18,3045.0,26.56,27.72,92.65,80.85,3.16,10.15,76.18,27.72,0.1015,30.45
2019-04-01 03:44:59.775,91.26,0,511.25,448.0,0.0,0.0,0.34,0.0,309.92,0.0,0,80.39,76.21,3041.87,26.64,27.69,92.67,80.85,2.48,10.15,76.21,27.69,0.1015,30.418699999999998
2019-04-01 03:49:59.770,91.26,0,511.25,448.0,0.0,0.0,0.34,0.0,309.92,0.0,0,81.68,76.18,3041.87,26.69,27.69,92.67,80.89,3.11,10.15,76.18,27.69,0.1015,30.418699999999998
2019-04-01 03:54:59.765,91.26,0,504.87,463.38,0.0,0.0,0.34,0.0,309.92,0.0,0,81.37,76.25,3041.87,26.69,27.72,92.65,80.79,2.65,10.15,76.25,27.72,0.1015,30.418699999999998
2019-04-01 03:59:59.760,91.26,0,510.5,448.0,0.0,0.0,0.34,0.0,309.92,0.0,0,81.92,76.18,3041.87,26.64,27.69,92.67,80.85,2.54,10.15,76.18,27.69,0.1015,30.418699999999998
2019-04-01 04:04:59.755,91.26,0,511.25,445.25,0.0,0.0,0.34,0.0,309.92,0.0,0,81.96,76.25,3041.87,26.64,27.69,92.61,80.85,3.27,10.15,76.25,27.69,0.1015,30.418699999999998
2019-04-01 04:09:59.750,91.26,0,508.38,442.5,0.0,0.0,0.34,0.0,309.92,0.0,0,81.76,76.01,3038.12,26.69,27.69,92.67,80.75,2.24,10.15,76.01,27.69,0.1015,30.3812
2019-04-01 04:14:59.745,91.26,0,507.75,442.5,0.0,0.0,0.34,0.0,309.92,0.0,0,80.6,75.93,3038.12,26.77,27.69,92.71,80.91,3.05,10.15,75.93,27.69,0.1015,30.3812
2019-04-01 04:19:59.740,91.26,0,508.38,442.5,0.0,0.0,0.34,0.0,309.92,0.0,0,80.49,75.9,3038.12,26.9,27.69,92.65,80.89,0.54,10.15,75.9,27.69,0.1015,30.3812
2019-04-01 04:24:59.735,91.26,0,508.38,440.38,0.0,0.0,0.34,0.0,309.92,0.0,0,80.14,75.58,3038.12,27.07,27.69,92.65,80.85,3.21,10.15,75.58,27.69,0.1015,30.3812
2019-04-01 04:29:59.730,91.26,0,508.38,442.5,0.0,0.0,0.34,0.0,309.92,0.0,0,80.08,75.83,3038.12,27.11,27.69,92.65,80.79,3.24,10.15,75.83,27.69,0.1015,30.3812
2019-04-01 04:34:59.725,91.26,0,505.63,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,78.37,75.72,3038.12,27.24,27.69,92.67,80.89,3.19,10.15,75.72,27.69,0.1015,30.3812
2019-04-01 04:39:59.720,91.26,0,502.75,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,79.21,75.76,3034.37,27.32,27.69,92.65,81.53,1.51,10.15,75.76,27.69,0.1015,30.3437
2019-04-01 04:44:59.715,91.26,0,500.75,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,79.8,75.51,3038.12,27.32,27.66,92.65,80.81,3.0,10.15,75.51,27.66,0.1015,30.3812
2019-04-01 04:49:59.710,91.26,0,502.75,439.75,0.0,0.0,0.34,0.0,309.92,0.0,0,79.48,75.41,3034.37,27.28,27.66,92.65,80.21,2.92,10.15,75.41,27.66,0.1015,30.3437
2019-04-01 04:54:59.705,91.26,0,502.75,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,78.29,75.44,3034.37,27.4,27.66,92.71,80.75,2.97,10.15,75.44,27.66,0.1015,30.3437
2019-04-01 04:59:59.700,91.26,0,500.75,455.75,0.0,0.0,0.34,0.0,309.92,0.0,0,77.21,75.55,3034.37,27.4,27.69,92.67,80.71,1.0,10.15,75.55,27.69,0.1015,30.3437
2019-04-01 05:04:59.695,91.26,0,495.13,471.13,0.0,0.0,0.34,0.0,309.92,0.0,0,77.81,75.66,3034.37,27.32,27.69,92.65,80.89,3.19,10.15,75.66,27.69,0.1015,30.3437
2019-04-01 05:09:59.690,91.26,0,497.88,442.5,0.0,0.0,0.34,0.0,309.92,0.0,0,78.26,75.72,3034.37,27.24,27.69,92.67,81.03,3.0,10.15,75.72,27.69,0.1015,30.3437
2019-04-01 05:14:59.685,91.26,0,495.75,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,80.01,75.58,3034.37,27.19,27.66,92.65,80.79,3.19,10.15,75.58,27.66,0.1015,30.3437
2019-04-01 05:19:59.680,91.26,0,497.88,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,80.29,75.41,3031.25,27.28,27.66,92.67,80.85,3.29,10.15,75.41,27.66,0.1015,30.3125
2019-04-01 05:24:59.675,91.26,0,497.88,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,80.49,75.27,3034.37,27.36,27.66,93.25,80.89,1.1,10.15,75.27,27.66,0.1015,30.3437
2019-04-01 05:29:59.670,91.26,0,495.13,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,78.86,75.09,3031.25,27.45,27.66,92.67,80.89,2.86,10.15,75.09,27.66,0.1015,30.3125
2019-04-01 05:34:59.665,91.26,0,492.25,439.75,0.0,0.0,0.34,0.0,309.92,0.0,0,78.44,75.31,3031.25,27.57,27.66,92.24,80.85,2.16,10.15,75.31,27.66,0.1015,30.3125
2019-04-01 05:39:59.660,91.26,0,490.25,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,78.4,75.13,3031.25,27.74,27.66,92.65,80.75,2.46,10.15,75.13,27.66,0.1015,30.3125
2019-04-01 05:44:59.655,91.26,0,490.25,434.75,0.0,0.0,0.34,0.0,309.92,0.0,0,79.38,75.13,3031.25,27.65,27.66,92.61,80.89,2.65,10.15,75.13,27.66,0.1015,30.3125
2019-04-01 05:49:59.650,91.26,0,469.88,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,79.56,74.92,3031.25,27.57,27.66,92.65,80.89,3.38,10.15,74.92,27.66,0.1015,30.3125
2019-04-01 05:54:59.645,91.26,0,487.38,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,80.99,74.71,3031.25,27.28,27.66,92.65,80.81,2.67,10.15,74.71,27.66,0.1015,30.3125
2019-04-01 05:59:59.640,91.26,0,487.38,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,81.47,74.53,3027.5,27.15,27.66,92.71,80.89,2.08,10.15,74.53,27.66,0.1015,30.275
2019-04-01 06:04:59.635,91.26,0,482.5,435.5,0.0,0.0,0.34,0.0,309.92,0.0,0,82.27,74.64,3027.5,27.11,27.66,92.67,80.75,1.67,10.15,74.64,27.66,0.1015,30.275
2019-04-01 06:09:59.630,91.26,0,493.0,439.75,0.0,0.0,0.34,0.0,309.92,0.0,0,81.44,74.96,3031.25,27.11,27.66,92.71,80.85,3.0,10.15,74.96,27.66,0.1015,30.3125
2019-04-01 06:14:59.625,91.26,0,490.25,435.5,0.0,0.0,0.34,0.0,309.92,0.0,0,80.6,74.74,3031.25,27.24,27.66,92.67,80.85,3.24,10.15,74.74,27.66,0.1015,30.3125
2019-04-01 06:19:59.620,91.26,0,482.5,434.75,0.0,0.0,0.34,0.0,309.92,0.0,0,79.28,74.53,3031.25,27.36,27.66,92.65,80.79,1.73,10.15,74.53,27.66,0.1015,30.3125
2019-04-01 06:24:59.615,91.26,0,474.88,434.75,0.0,0.0,0.34,0.0,309.92,0.0,0,80.43,74.64,3027.5,27.28,27.66,92.65,80.89,1.1,10.15,74.64,27.66,0.1015,30.275
2019-04-01 06:29:59.610,91.26,0,465.0,434.75,0.0,0.0,0.34,0.0,309.92,0.0,0,80.22,74.39,3027.5,27.03,27.66,92.65,80.89,0.7,10.15,74.39,27.66,0.1015,30.275
2019-04-01 06:34:59.605,91.26,0,442.0,434.75,0.0,0.0,0.34,0.0,309.92,0.0,0,81.19,74.26,3027.5,26.61,27.66,92.71,80.75,3.32,10.15,74.26,27.66,0.1015,30.275
2019-04-01 06:39:59.600,91.26,0,431.5,435.5,0.0,0.0,0.34,0.0,309.92,0.0,0,82.94,74.33,3027.5,26.32,27.66,92.65,80.75,3.16,10.15,74.33,27.66,0.1015,30.275
2019-04-01 06:44:59.595,91.26,0,451.75,434.75,0.0,0.0,0.34,0.0,309.92,0.0,0,84.86,74.22,3027.5,26.02,27.66,92.58,80.75,2.97,10.15,74.22,27.66,0.1015,30.275
2019-04-01 06:49:59.590,70.2,0,431.5,424.38,0.0,0.0,0.34,0.0,309.92,0.0,0,86.08,74.04,3027.5,26.06,27.66,92.67,80.75,1.62,10.15,74.04,27.66,0.1015,30.275
2019-04-01 06:54:59.585,91.26,0,416.13,425.0,0.0,0.0,0.34,0.0,309.92,0.0,0,85.77,73.91,3027.5,25.98,27.66,92.61,80.75,1.0,10.15,73.91,27.66,0.1015,30.275
2019-04-01 06:59:59.580,91.26,0,418.88,425.0,0.0,0.0,0.34,0.0,309.92,0.0,0,85.88,73.98,3027.5,25.94,27.66,92.71,80.81,2.27,10.15,73.98,27.66,0.1015,30.275
2019-04-01 07:04:59.575,91.26,0,418.88,425.0,0.0,0.0,0.34,0.0,309.92,0.0,0,85.73,74.04,3024.37,25.9,27.66,92.71,80.89,3.24,10.15,74.04,27.66,0.1015,30.2437
2019-04-01 07:09:59.570,91.26,0,423.75,425.0,0.0,0.0,0.34,0.0,309.92,0.0,0,85.46,73.56,3024.37,25.98,27.66,92.67,80.79,2.75,10.15,73.56,27.66,0.1015,30.2437
2019-04-01 07:14:59.565,91.26,0,439.13,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,85.0,74.18,3024.37,26.19,27.66,92.71,80.95,3.05,10.15,74.18,27.66,0.1015,30.2437
2019-04-01 07:19:59.560,91.26,0,449.0,425.0,0.0,0.0,0.34,0.0,309.92,0.0,0,84.34,74.15,3024.37,26.35,27.66,92.67,80.71,3.21,10.15,74.15,27.66,0.1015,30.2437
2019-04-01 07:24:59.555,91.26,0,444.0,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,83.99,74.29,3024.37,26.53,27.66,92.67,80.47,3.24,10.15,74.29,27.66,0.1015,30.2437
2019-04-01 07:29:59.550,91.26,0,457.38,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,82.69,74.22,3024.37,26.64,27.66,92.67,80.81,2.13,10.15,74.22,27.66,0.1015,30.2437
2019-04-01 07:34:59.545,91.26,0,436.38,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,80.78,74.18,3024.37,26.69,27.66,92.65,80.79,3.27,10.15,74.18,27.66,0.1015,30.2437
2019-04-01 07:39:59.540,91.26,0,436.38,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,81.76,73.91,3024.37,26.77,27.66,92.71,80.71,2.86,10.15,73.91,27.66,0.1015,30.2437
2019-04-01 07:44:59.535,91.26,0,422.38,420.13,0.0,0.0,0.34,0.0,309.92,0.0,0,81.72,73.94,3020.63,26.77,27.66,92.71,80.85,2.43,10.15,73.94,27.66,0.1015,30.206300000000002
2019-04-01 07:49:59.530,91.26,0,429.38,419.5,0.0,0.0,0.34,0.0,309.92,0.0,0,81.51,73.8,3020.63,26.77,27.66,92.71,80.81,3.29,10.15,73.8,27.66,0.1015,30.206300000000002
2019-04-01 07:54:59.525,91.26,0,439.13,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,82.77,73.91,3020.63,26.9,27.66,92.67,80.79,2.43,10.15,73.91,27.66,0.1015,30.206300000000002
2019-04-01 07:59:59.520,91.26,0,451.75,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,82.66,73.83,3020.63,26.98,27.66,92.91,80.85,3.0,10.15,73.83,27.66,0.1015,30.206300000000002
2019-04-01 08:04:59.515,91.26,0,431.5,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,81.82,73.91,3020.63,27.07,27.66,92.67,80.89,2.86,10.15,73.91,27.66,0.1015,30.206300000000002
2019-04-01 08:09:59.510,91.26,0,426.63,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,81.33,73.8,3020.63,27.03,27.66,92.31,80.85,2.16,10.15,73.8,27.66,0.1015,30.206300000000002
2019-04-01 08:14:59.505,91.26,0,431.5,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,80.67,73.69,3020.63,27.07,27.66,92.71,80.75,3.24,10.15,73.69,27.66,0.1015,30.206300000000002
2019-04-01 08:19:59.500,91.26,0,446.88,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,80.95,73.98,3016.87,27.19,27.66,92.67,80.75,2.89,10.15,73.98,27.66,0.1015,30.168699999999998
2019-04-01 08:24:59.495,91.26,0,457.38,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,78.75,74.11,3020.63,27.28,27.66,92.67,80.75,3.4,10.15,74.11,27.66,0.1015,30.206300000000002
2019-04-01 08:29:59.490,91.26,0,451.75,424.38,0.0,0.0,0.34,0.0,309.92,0.0,0,77.84,74.04,3016.87,27.53,27.66,92.71,80.85,2.43,10.15,74.04,27.66,0.1015,30.168699999999998
2019-04-01 08:34:59.485,91.26,0,446.13,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,79.1,73.87,3016.87,27.69,27.63,92.67,80.85,2.59,10.15,73.87,27.63,0.1015,30.168699999999998
2019-04-01 08:39:59.480,91.26,0,446.88,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,76.83,74.11,3016.87,27.74,27.63,92.71,80.89,1.18,10.15,74.11,27.63,0.1015,30.168699999999998
2019-04-01 08:44:59.475,91.26,0,454.5,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,76.62,74.04,3016.87,27.9,27.63,92.65,80.81,2.83,10.15,74.04,27.63,0.1015,30.168699999999998
2019-04-01 08:49:59.470,91.26,0,454.5,424.38,0.0,0.0,0.34,0.0,309.92,0.0,0,75.82,73.98,3016.87,28.03,27.63,92.65,80.85,2.29,10.15,73.98,27.63,0.1015,30.168699999999998
2019-04-01 08:54:59.465,91.26,0,446.88,422.25,0.0,0.0,0.34,0.0,309.92,0.0,0,76.41,73.83,3016.87,28.11,27.63,92.65,80.81,3.32,10.15,73.83,27.63,0.1015,30.168699999999998
2019-04-01 08:59:59.460,91.26,1,451.75,419.5,45.0,5620.568999999901,0.34,0.0,309.92,0.0,0,75.54,72.64,3016.87,28.2,27.63,92.71,80.75,83.1,10.15,72.64,27.63,0.1015,30.168699999999998
2019-04-01 09:04:59.455,4096.17,1,443.38,452.25,45.0,5620.568999999901,0.34,0.0,48469.58,52.65,0,75.29,64.0,2940.63,28.28,27.86,92.71,80.81,81.53,10.15,64.0,27.86,0.1015,29.4063
2019-04-01 09:09:59.450,3938.22,1,445.5,457.88,45.0,5620.568999999901,0.34,0.0,50201.12,47.04,0,73.2,63.44,2800.62,28.36,27.02,92.71,80.89,82.48,9.97,63.44,27.02,0.09970000000000001,28.0062
2019-04-01 09:14:59.445,3938.22,1,442.63,459.88,45.0,5620.568999999901,0.34,0.0,51481.24,44.76,0,73.89,63.65,2713.12,28.49,26.42,92.65,80.81,80.8,9.97,63.65,26.42,0.09970000000000001,27.1312
2019-04-01 09:19:59.440,4036.5,1,439.88,459.88,45.0,5620.568999999901,0.34,0.0,49594.73,44.92,0,75.01,63.68,2653.75,28.53,25.96,92.71,80.91,81.72,9.97,63.68,25.96,0.09970000000000001,26.5375
2019-04-01 09:24:59.435,3861.0,1,437.75,457.88,45.0,5620.568999999901,0.34,0.0,49749.7,39.39,0,75.26,64.03,2608.75,28.41,25.59,92.67,80.95,81.02,9.97,64.03,25.59,0.09970000000000001,26.0875
2019-04-01 09:29:59.430,3959.28,1,435.0,454.38,45.0,5620.568999999901,0.34,0.0,50086.57,44.17,0,73.69,64.0,2573.75,28.41,25.3,92.67,80.95,80.78,9.97,64.0,25.3,0.09970000000000001,25.7375
